# line,type,amount,ministry,source
63,Έσοδα,5000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110318 Ειδικός φόρος πολυτελείας εμπορευμάτων
64,Έσοδα,262000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,11104 Φόροι με μορφή χαρτοσήμου
65,Έσοδα,127000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110401 Τέλη χαρτοσήμου σε μισθώματα από ακίνητα
66,Έσοδα,127000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110401001 Τέλη χαρτοσήμου σε μισθώματα από ακίνητα
67,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110402 Τέλη χαρτοσήμου σε ασφαλιστικές επιχειρήσεις
68,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110402001 Τέλη χαρτοσήμου σε ασφαλιστικές επιχειρήσεις
69,Έσοδα,33000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110403 Πρόσθετο ποσοστό 20% στα τέλη χαρτοσήμου
70,Έσοδα,33000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110403001 Πρόσθετο ποσοστό 20% στα τέλη χαρτοσήμου
71,Έσοδα,101000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110489 Λοιπά τέλη χαρτοσήμου
72,Έσοδα,101000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110489001 Λοιπά τέλη χαρτοσήμου
73,Έσοδα,460000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,11105 Φόροι επί χρηματοοικονομικών και κεφαλαιακών συναλλαγών
74,Έσοδα,78000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110501 Φόρος στη μεταβίβαση οικοπέδων και αγροκτημάτων
75,Έσοδα,78000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110501001 Φόρος στη μεταβίβαση οικοπέδων και αγροκτημάτων
76,Έσοδα,274000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110502 Φόρος στη μεταβίβαση οικοδομών
77,Έσοδα,274000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110502001 Φόρος στη μεταβίβαση οικοδομών
78,Έσοδα,36000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110503 Φόρος στη συγκέντρωση κεφαλαίων
79,Έσοδα,36000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110503001 Φόρος στη συγκέντρωση κεφαλαίων
80,Έσοδα,42000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110507 Φόρος επί των χρηματιστηριακών συναλλαγών
81,Έσοδα,42000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110507001 Φόρος επί των χρηματιστηριακών συναλλαγών
82,Έσοδα,292498000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,11106 Φόροι ταξινόμησης οχημάτων
83,Έσοδα,239498000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110601 Τέλος ταξινόμησης στα επιβατικά αυτοκίνητα
84,Έσοδα,39000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110602 Τέλος ταξινόμησης στα φορτηγά αυτοκίνητα
85,Έσοδα,28000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110602001 Τέλος ταξινόμησης στα φορτηγά αυτοκίνητα - εγχώρια και από Ε.Ε.
86,Έσοδα,11000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110609 Τέλος ταξινόμησης λοιπών οχημάτων
87,Έσοδα,8000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110609001 Τέλος ταξινόμησης λοιπών οχημάτων - εγχώρια και από Ε.Ε.
88,Έσοδα,3000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110610 Έκτακτο περιβαλλοντικό τέλος οχημάτων
89,Έσοδα,3000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110610001 Έκτακτο περιβαλλοντικό τέλος οχημάτων
90,Έσοδα,1406000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,11108 Λοιποί φόροι επί συγκεκριμένων υπηρεσιών
91,Έσοδα,5000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110801 Φόροι στα κρατικά λαχεία
92,Έσοδα,5000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110801001 Φόροι στα κρατικά λαχεία
93,Έσοδα,45000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110802 Φόροι στα μικτά κέρδη των καζίνο
94,Έσοδα,10000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110802001 Φόροι στα μικτά κέρδη των καζίνο Κέρκυρας και Πάρνηθας
95,Έσοδα,35000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110802002 Φόροι στα μικτά κέρδη των λοιπών καζίνο
96,Έσοδα,380000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110803 Φόροι στα μικτά κέρδη τυχερών παιγνίων
97,Έσοδα,380000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110803001 Φόροι στα μικτά κέρδη τυχερών παιγνίων
98,Έσοδα,66000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110810 Τέλη Eurocontrol
99,Έσοδα,66000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110810001 Τέλη Eurocontrol
100,Έσοδα,38000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110811 Τέλη εκσυγχρονισμού και ανάπτυξης αερολιμένων
101,Έσοδα,38000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110811001 Τέλη εκσυγχρονισμού και ανάπτυξης αερολιμένων
102,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110813 Τέλος ΑμεΑ στα αεροπορικά εισιτήρια
103,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110813001 Τέλος ΑμεΑ στα αεροπορικά εισιτήρια
104,Έσοδα,9000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110815 Τέλος πλοίων αναψυχής και ημερόπλοιων
105,Έσοδα,9000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110815001 Τέλος πλοίων αναψυχής και ημερόπλοιων
106,Έσοδα,485000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110820 Φόρος ασφαλίστρων
107,Έσοδα,485000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110820001 Φόρος ασφαλίστρων
108,Έσοδα,74000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110822 Τέλη συνδρομητών σταθερής τηλεφωνίας
109,Έσοδα,74000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110822001 Τέλη συνδρομητών σταθερής τηλεφωνίας
110,Έσοδα,146000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110823 Τέλη συνδρομητών κινητής τηλεφωνίας
111,Έσοδα,146000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110823001 Τέλη συνδρομητών κινητής τηλεφωνίας
112,Έσοδα,10000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110824 Τέλος στη συνδρομητική Τηλεόραση
113,Έσοδα,10000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110824001 Τέλος στη συνδρομητική Τηλεόραση
114,Έσοδα,134000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110825 Φόρος στη Διαμονή
115,Έσοδα,134000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110825001 Φόρος στη Διαμονή
116,Έσοδα,163000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,11109 Λοιποί Φόροι επί αγαθών
117,Έσοδα,5000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110901001 Εισφορά στο λάδι και στις ελιές για κάλυψη εξόδων δακοκτονίας
118,Έσοδα,44000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110902 Ειδικοί Φόροι στη διακίνηση καυσίμων
119,Έσοδα,44000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110902001 Ειδικοί Φόροι στη διακίνηση καυσίμων
120,Έσοδα,11000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110903 Περιβαλλοντικά τέλη και εισφορές
121,Έσοδα,11000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110903001 Περιβαλλοντικό τέλος πλαστικής σακούλας
122,Έσοδα,103000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110904 Πράσινο τέλος στο diesel κίνησης
123,Έσοδα,103000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110904001 Πράσινο τέλος στο diesel κίνησης
124,Έσοδα,297000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,112 Φόροι και δασμοί επί εισαγωγών
125,Έσοδα,297000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,11201 Δασμοί
126,Έσοδα,289000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1120101 Δασμοί κοινού δασμολογίου
127,Έσοδα,289000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1120101001 Δασμοί κοινού δασμολογίου
128,Έσοδα,8000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1120102 Δασμοί αντιντάμπιγκ και αντισταθμιστικοί δασμοί
129,Έσοδα,8000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1120102001 Δασμοί αντιντάμπιγκ και αντισταθμιστικοί δασμοί
130,Έσοδα,2597000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,113 Τακτικοί φόροι ακίνητης περιουσίας
131,Έσοδα,2597000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,11301 Τακτικοί φόροι επί της ιδιοκτησίας ακίνητης περιουσίας
132,Έσοδα,4000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1130101 Φόρος στην ακίνητη περιουσία (ΦΑΠ)
133,Έσοδα,4000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1130101001 Φόρος στην ακίνητη περιουσία (ΦΑΠ)
134,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1130102 Ενιαίο τέλος ακινήτων
135,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1130102001 Ενιαίο τέλος ακινήτων
136,Έσοδα,2577000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1130104 Ενιαίος Φόρος Ιδιοκτησίας Ακινήτων (ΕΝΦΙΑ)
137,Έσοδα,2577000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1130104001 Ενιαίος Φόρος Ιδιοκτησίας Ακινήτων (ΕΝΦΙΑ)
138,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1130189 Λοιποί φόροι στην ακίνητη περιουσία
139,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1130189001 Λοιποί φόροι στην ακίνητη περιουσία
140,Έσοδα,942000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,114 Λοιποί φόροι επί παραγωγής
141,Έσοδα,505000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,11401 Επιχειρηματικές και επαγγελματικές άδειες
142,Έσοδα,449000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140101 Τέλος επιτηδεύματος
143,Έσοδα,449000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140101001 Τέλος επιτηδεύματος
144,Έσοδα,17000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140102 Άδειες παροχής υπηρεσιών τυχερών παιγνίων
145,Έσοδα,17000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140102001 Άδειες παροχής υπηρεσιών τυχερών παιγνίων
146,Έσοδα,17000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140103 Ειδικά τέλη διενέργειας τεχνικού ελέγχου οχημάτων
147,Έσοδα,17000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140103001 Ειδικά τέλη διενέργειας τεχνικού ελέγχου οχημάτων
148,Έσοδα,4000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140104 Έσοδα από εκδόσεις πολεοδομικών αδειών
149,Έσοδα,4000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140104001 Έσοδα από εκδόσεις πολεοδομικών αδειών
150,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140105 Ειδικό τέλος για άδειες λειτουργίας καζίνο
151,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140105001 Ειδικό τέλος για άδειες λειτουργίας καζίνο
152,Έσοδα,2000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140106 Τέλη χορήγησης αδειών από τις λιμενικές αρχές
153,Έσοδα,2000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140106001 Τέλη χορήγησης αδειών από τις λιμενικές αρχές
154,Έσοδα,15000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140189 Λοιπές Επιχειρηματικές και επαγγελματικές άδειες
155,Έσοδα,15000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140189001 Λοιπές Επιχειρηματικές και επαγγελματικές άδειες
156,Έσοδα,437000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,11409 Διάφοροι άλλοι φόροι επί  παραγωγής
157,Έσοδα,13000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140902 Έσοδα Ελληνικού Οργανισμού Φαρμάκων (Ε.Ο.Φ.)
158,Έσοδα,13000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140902001 Έσοδα Ελληνικού Οργανισμού Φαρμάκων (Ε.Ο.Φ.)
159,Έσοδα,3000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140903001 Τέλη υπέρ ΕΟΦ ετοιμότητας των ιατροτεχνολογικών προϊόντων
160,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140907 Κράτηση στις δαπάνες έργων  των Ο.Τ.Α. για την Τ.Υ.Δ.Κ.
161,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140907001 Κράτηση στις δαπάνες έργων  των Ο.Τ.Α. για την Τ.Υ.Δ.Κ.
162,Έσοδα,21000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140910 Άδειες ραδιοφωνικών και τηλεοπτικών Σταθμών
163,Έσοδα,21000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140910001 Άδειες ραδιοφωνικών και τηλεοπτικών Σταθμών
164,Έσοδα,383000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140911001 Συμμετοχή του Δημοσίου στα κέρδη της Τράπεζας της Ελλάδος
165,Έσοδα,5000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140989 Λοιπoί φόροι επί της παραγωγής
166,Έσοδα,5000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140989001 Λοιπoί φόροι επί της παραγωγής
167,Έσοδα,14520000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,115 Φόρος εισοδήματος
168,Έσοδα,9834000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,11501 Φόρος εισοδήματος πληρωτέος από Φυσικά Πρόσωπα (ΦΠ)
169,Έσοδα,2088000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150101 Φόρος στο εισόδημα ΦΠ - εκκαθάριση δηλώσεων
170,Έσοδα,2088000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150101001 Φόρος στο εισόδημα ΦΠ - εκκαθάριση δηλώσεων
171,Έσοδα,240000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150102 Φόρος στο εισόδημα ΦΠ - προκαταβολή
172,Έσοδα,240000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150102001 Φόρος στο εισόδημα ΦΠ - προκαταβολή
173,Έσοδα,4179000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150103 Φόρος στο εισόδημα από μισθούς - παρακράτηση
174,Έσοδα,4179000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150103001 Φόρος στο εισόδημα από μισθούς - παρακράτηση
175,Έσοδα,1872000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150104 Φόρος στο εισόδημα από συντάξεις - παρακράτηση
176,Έσοδα,1872000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150104001 Φόρος στο εισόδημα από συντάξεις - παρακράτηση
177,Έσοδα,262000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150106001 Ειδική εισφορά αλληλεγγύης για την καταπολέμηση της ανεργίας
178,Έσοδα,401000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150107 Ειδική εισφορά αλληλεγγύης στα ΦΠ
179,Έσοδα,401000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150107001 Ειδική εισφορά αλληλεγγύης στα ΦΠ
180,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150189 Λοιποί φόροι στο εισόδημα ΦΠ
181,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150189001 Λοιποί φόροι στο εισόδημα ΦΠ
182,Έσοδα,3533000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,11502 Φόρος εισοδήματος πληρωτέος από εταιρίες (ΝΠ)
183,Έσοδα,1570000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150202001 Φόρος στο εισόδημα ΝΠ κερδοσκοπικού χαρακτήρα - προκαταβολή
184,Έσοδα,252000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150205 Φόρος επί των διανεμόμενων κερδών των ημεδαπών εταιριών
185,Έσοδα,252000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150205001 Φόρος επί των διανεμόμενων κερδών των ημεδαπών εταιριών
186,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150206 Εφάπαξ φόροι εισοδήματος ΝΠ
187,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150206001 Εφάπαξ φόροι εισοδήματος ΝΠ
