# line,type,amount,ministry,source
98,Έσοδα,2000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110811 Τέλη εκσυγχρονισμού και ανάπτυξης αερολιμένων
99,Έσοδα,2000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110811001 Τέλη εκσυγχρονισμού και ανάπτυξης αερολιμένων
100,Έσοδα,2000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110813 Τέλος ΑμεΑ στα αεροπορικά εισιτήρια
101,Έσοδα,2000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110813001 Τέλος ΑμεΑ στα αεροπορικά εισιτήρια
102,Έσοδα,11000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110815001 Τέλος Πλοίων Αναψυχής και Ημερόπλοιων (ΤΕ.Π.Α.Η)
103,Έσοδα,550000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110820 Φόρος ασφαλίστρων
104,Έσοδα,550000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110820001 Φόρος ασφαλίστρων
105,Έσοδα,66000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110822 Τέλη συνδρομητών σταθερής τηλεφωνίας
106,Έσοδα,66000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110822001 Τέλη συνδρομητών σταθερής τηλεφωνίας
107,Έσοδα,158000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110823 Τέλη συνδρομητών κινητής τηλεφωνίας
108,Έσοδα,158000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110823001 Τέλη συνδρομητών κινητής τηλεφωνίας
109,Έσοδα,20000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110824 Τέλος στη συνδρομητική Τηλεόραση
110,Έσοδα,20000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110824001 Τέλος στη συνδρομητική Τηλεόραση
111,Έσοδα,392000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110825 Φόρος στη Διαμονή
112,Έσοδα,392000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110825001 Φόρος στη Διαμονή
113,Έσοδα,2000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110889 Λοιποί ειδικοί φόροι σε υπηρεσίες
114,Έσοδα,2000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110889001 Λοιποί ειδικοί φόροι σε υπηρεσίες
115,Έσοδα,207000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,11109 Λοιποί Φόροι επί αγαθών
116,Έσοδα,6000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110901001 Εισφορά στο λάδι και στις ελιές για κάλυψη εξόδων δακοκτονίας
117,Έσοδα,78000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110902 Ειδικοί Φόροι στη διακίνηση καυσίμων
118,Έσοδα,78000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110902001 Ειδικοί Φόροι στη διακίνηση καυσίμων
119,Έσοδα,13000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110903 Περιβαλλοντικά τέλη και εισφορές
120,Έσοδα,13000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110903001 Περιβαλλοντικό τέλος πλαστικής σακούλας
121,Έσοδα,110000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110904 Πράσινο τέλος στο diesel κίνησης
122,Έσοδα,110000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110904001 Πράσινο τέλος στο diesel κίνησης
123,Έσοδα,392000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,112 Φόροι και δασμοί επί εισαγωγών
124,Έσοδα,392000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,11201 Δασμοί
125,Έσοδα,371000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1120101 Δασμοί κοινού δασμολογίου
126,Έσοδα,371000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1120101001 Δασμοί κοινού δασμολογίου
127,Έσοδα,21000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1120102 Δασμοί αντιντάμπιγκ και αντισταθμιστικοί δασμοί
128,Έσοδα,21000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1120102001 Δασμοί αντιντάμπιγκ και αντισταθμιστικοί δασμοί
129,Έσοδα,2452000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,113 Τακτικοί φόροι ακίνητης περιουσίας
130,Έσοδα,2452000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,11301 Τακτικοί φόροι επί της ιδιοκτησίας ακίνητης περιουσίας
131,Έσοδα,13000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1130101 Φόρος στην ακίνητη περιουσία (ΦΑΠ)
132,Έσοδα,13000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1130101001 Φόρος στην ακίνητη περιουσία (ΦΑΠ)
133,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1130102 Ενιαίο τέλος ακινήτων
134,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1130102001 Ενιαίο τέλος ακινήτων
135,Έσοδα,2420000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1130104 Ενιαίος Φόρος Ιδιοκτησίας Ακινήτων (ΕΝΦΙΑ)
136,Έσοδα,2420000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1130104001 Ενιαίος Φόρος Ιδιοκτησίας Ακινήτων (ΕΝΦΙΑ)
137,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1130189 Λοιποί φόροι στην ακίνητη περιουσία
138,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1130189001 Λοιποί φόροι στην ακίνητη περιουσία
139,Έσοδα,478000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,114 Λοιποί φόροι επί παραγωγής
140,Έσοδα,418000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,11401 Επιχειρηματικές και επαγγελματικές άδειες
141,Έσοδα,345000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140101 Τέλος επιτηδεύματος
142,Έσοδα,345000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140101001 Τέλος επιτηδεύματος
143,Έσοδα,17000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140102 Άδειες παροχής υπηρεσιών τυχερών παιγνίων
144,Έσοδα,17000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140102001 Άδειες παροχής υπηρεσιών τυχερών παιγνίων
145,Έσοδα,20000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140103 Ειδικά τέλη διενέργειας τεχνικού ελέγχου οχημάτων
146,Έσοδα,20000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140103001 Ειδικά τέλη διενέργειας τεχνικού ελέγχου οχημάτων
147,Έσοδα,5000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140104 Έσοδα από εκδόσεις πολεοδομικών αδειών
148,Έσοδα,5000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140104001 Έσοδα από εκδόσεις πολεοδομικών αδειών
149,Έσοδα,2000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140105 Ειδικό τέλος για άδειες λειτουργίας καζίνο
150,Έσοδα,2000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140105001 Ειδικό τέλος για άδειες λειτουργίας καζίνο
151,Έσοδα,2000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140106 Τέλη χορήγησης αδειών από τις λιμενικές αρχές
152,Έσοδα,2000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140106001 Τέλη χορήγησης αδειών από τις λιμενικές αρχές
153,Έσοδα,9000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140108 Τέλη μηχανημάτων έργων
154,Έσοδα,9000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140108001 Τέλη μηχανημάτων έργων
155,Έσοδα,18000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140189 Λοιπές Επιχειρηματικές και επαγγελματικές άδειες
156,Έσοδα,18000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140189001 Λοιπές Επιχειρηματικές και επαγγελματικές άδειες
157,Έσοδα,60000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,11409 Διάφοροι άλλοι φόροι επί  παραγωγής
158,Έσοδα,14000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140902 Έσοδα Ελληνικού Οργανισμού Φαρμάκων (Ε.Ο.Φ.)
159,Έσοδα,14000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140902001 Έσοδα Ελληνικού Οργανισμού Φαρμάκων (Ε.Ο.Φ.)
160,Έσοδα,4000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140903001 Τέλη υπέρ ΕΟΦ ετοιμότητας των ιατροτεχνολογικών προϊόντων
161,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140907 Κράτηση στις δαπάνες έργων  των Ο.Τ.Α. για την Τ.Υ.Δ.Κ.
162,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140907001 Κράτηση στις δαπάνες έργων  των Ο.Τ.Α. για την Τ.Υ.Δ.Κ.
163,Έσοδα,21000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140910 Άδειες ραδιοφωνικών και τηλεοπτικών Σταθμών
164,Έσοδα,21000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140910001 Άδειες ραδιοφωνικών και τηλεοπτικών Σταθμών
165,Έσοδα,4000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140989 Λοιπoί φόροι επί της παραγωγής
166,Έσοδα,4000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140989001 Λοιπoί φόροι επί της παραγωγής
167,Έσοδα,20214000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,115 Φόρος εισοδήματος
168,Έσοδα,12639000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,11501 Φόρος εισοδήματος πληρωτέος από Φυσικά Πρόσωπα (ΦΠ)
169,Έσοδα,3285000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150101 Φόρος στο εισόδημα ΦΠ - εκκαθάριση δηλώσεων
170,Έσοδα,3285000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150101001 Φόρος στο εισόδημα ΦΠ - εκκαθάριση δηλώσεων
171,Έσοδα,425000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150102 Φόρος στο εισόδημα ΦΠ - προκαταβολή
172,Έσοδα,425000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150102001 Φόρος στο εισόδημα ΦΠ - προκαταβολή
173,Έσοδα,5374000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150103 Φόρος στο εισόδημα από μισθούς - παρακράτηση
174,Έσοδα,5374000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150103001 Φόρος στο εισόδημα από μισθούς - παρακράτηση
175,Έσοδα,2180000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150104 Φόρος στο εισόδημα από συντάξεις - παρακράτηση
176,Έσοδα,2180000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150104001 Φόρος στο εισόδημα από συντάξεις - παρακράτηση
177,Έσοδα,269000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150106001 Ειδική εισφορά αλληλεγγύης για την καταπολέμηση της ανεργίας
178,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150189 Λοιποί φόροι στο εισόδημα ΦΠ
179,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150189001 Λοιποί φόροι στο εισόδημα ΦΠ
180,Έσοδα,5993000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,11502 Φόρος εισοδήματος πληρωτέος από εταιρίες (ΝΠ)
181,Έσοδα,2650000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150202001 Φόρος στο εισόδημα ΝΠ κερδοσκοπικού χαρακτήρα - προκαταβολή
182,Έσοδα,309000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150205 Φόρος επί των διανεμόμενων κερδών των ημεδαπών εταιριών
183,Έσοδα,309000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150205001 Φόρος επί των διανεμόμενων κερδών των ημεδαπών εταιριών
184,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150206 Εφάπαξ φόροι εισοδήματος ΝΠ
185,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150206001 Εφάπαξ φόροι εισοδήματος ΝΠ
186,Έσοδα,178000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150289 Λοιποί φόροι στο εισόδημα εταιριών
187,Έσοδα,20000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150289001 Λοιποί φόροι στο εισόδημα εταιριών
