# line,type,amount,ministry,source
32,Έσοδα,91000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110301001 ΕΦΚ υγραερίων - προϊόντα εγχώρια και από Ε.Ε.
33,Έσοδα,3000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110301002 ΕΦΚ υγραερίων  - εισαγόμενα προϊόντα
34,Έσοδα,1905000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110302 ΕΦΚ βενζινών
35,Έσοδα,1905000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110302001 ΕΦΚ βενζινών  - προϊόντα εγχώρια και από Ε.Ε.
36,Έσοδα,1319000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110303 ΕΦΚ diesel κίνησης
37,Έσοδα,1107000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110303001 ΕΦΚ diesel κίνησης  - προϊόντα εγχώρια και από Ε.Ε.
38,Έσοδα,212000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110303002 ΕΦΚ diesel κίνησης   - εισαγόμενα προϊόντα
39,Έσοδα,457000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110304 ΕΦΚ diesel θέρμανσης
40,Έσοδα,388000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110304001 ΕΦΚ diesel θέρμανσης - προϊόντα εγχώρια και από Ε.Ε.
41,Έσοδα,69000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110304002 ΕΦΚ diesel θέρμανσης  - εισαγόμενα προϊόντα
42,Έσοδα,159000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110305 ΕΦΚ στην ηλεκτρική ενέργεια
43,Έσοδα,159000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110305001 ΕΦΚ στην ηλεκτρική ενέργεια
44,Έσοδα,32000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110306 ΕΦΚ στο φυσικό αέριο
45,Έσοδα,32000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110306001 ΕΦΚ στο φυσικό αέριο
46,Έσοδα,38000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110309 ΕΦΚ λοιπών ενεργειακών προϊόντων
47,Έσοδα,34000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110309001 ΕΦΚ λοιπών ενεργειακών προϊόντων - εγχώρια και από Ε.Ε.
48,Έσοδα,2063000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110310 ΕΦΚ στα προϊόντα καπνού
49,Έσοδα,2050000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110310001 ΕΦΚ στα προϊόντα καπνού - εγχώρια και από Ε.Ε.
50,Έσοδα,13000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110310002 ΕΦΚ στα προϊόντα καπνού - εισαγόμενα από τρίτες χώρες
51,Έσοδα,226000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110311 ΕΦΚ αιθυλικής αλκοόλης και αλκοολούχων προϊόντων
52,Έσοδα,160000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110312 ΕΦΚ στη μπύρα
53,Έσοδα,160000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110312001 ΕΦΚ στη μπύρα - προϊόντα εγχώρια και από Ε.Ε.
54,Έσοδα,129000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110314 Φόρος κατανάλωσης στον καφέ
55,Έσοδα,79000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110314001 Φόρος κατανάλωσης στον καφέ - προϊόντα εγχώρια και από Ε.Ε.
56,Έσοδα,50000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110314002 Φόρος κατανάλωσης στον καφέ - εισαγόμενα προϊόντα
57,Έσοδα,4000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110315 Φόρος κατανάλωσης στο ηλεκτρονικό τσιγάρο
58,Έσοδα,8000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110317001 Εφάπαξ εισφορά στα φορτηγά Ι.Χ. που μπαίνουν σε κυκλοφορία
59,Έσοδα,5000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110318 Ειδικός φόρος πολυτελείας εμπορευμάτων
60,Έσοδα,290000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,11104 Φόροι με μορφή χαρτοσήμου
61,Έσοδα,129000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110401 Τέλη χαρτοσήμου σε μισθώματα από ακίνητα
62,Έσοδα,129000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110401001 Τέλη χαρτοσήμου σε μισθώματα από ακίνητα
63,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110402 Τέλη χαρτοσήμου σε ασφαλιστικές επιχειρήσεις
64,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110402001 Τέλη χαρτοσήμου σε ασφαλιστικές επιχειρήσεις
65,Έσοδα,47000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110403 Πρόσθετο ποσοστό 20% στα τέλη χαρτοσήμου
66,Έσοδα,47000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110403001 Πρόσθετο ποσοστό 20% στα τέλη χαρτοσήμου
67,Έσοδα,113000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110489 Λοιπά τέλη χαρτοσήμου
68,Έσοδα,113000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110489001 Λοιπά τέλη χαρτοσήμου
69,Έσοδα,388000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,11105 Φόροι επί χρηματοοικονομικών και κεφαλαιακών συναλλαγών
70,Έσοδα,56000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110501 Φόρος στη μεταβίβαση οικοπέδων και αγροκτημάτων
71,Έσοδα,56000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110501001 Φόρος στη μεταβίβαση οικοπέδων και αγροκτημάτων
72,Έσοδα,219000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110502 Φόρος στη μεταβίβαση οικοδομών
73,Έσοδα,219000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110502001 Φόρος στη μεταβίβαση οικοδομών
74,Έσοδα,29000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110503 Φόρος στη συγκέντρωση κεφαλαίων
75,Έσοδα,29000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110503001 Φόρος στη συγκέντρωση κεφαλαίων
76,Έσοδα,7000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110504 Δικαιώματα-Τέλη άμισθων υποθηκοφυλακείων
77,Έσοδα,7000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110504001 Δικαιώματα-Τέλη άμισθων υποθηκοφυλακείων
78,Έσοδα,7000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110505 Δικαιώματα-Τέλη έμμισθων υποθηκοφυλακείων
79,Έσοδα,7000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110505001 Δικαιώματα-Τέλη έμμισθων υποθηκοφυλακείων
80,Έσοδα,36000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110507 Φόρος επί των χρηματιστηριακών συναλλαγών
81,Έσοδα,36000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110507001 Φόρος επί των χρηματιστηριακών συναλλαγών
82,Έσοδα,234000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,11106 Φόροι ταξινόμησης οχημάτων
83,Έσοδα,198000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110601 Τέλος ταξινόμησης στα επιβατικά αυτοκίνητα
84,Έσοδα,28000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110602 Τέλος ταξινόμησης στα φορτηγά αυτοκίνητα
85,Έσοδα,22000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110602001 Τέλος ταξινόμησης στα φορτηγά αυτοκίνητα - εγχώρια και από Ε.Ε.
86,Έσοδα,8000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110609 Τέλος ταξινόμησης λοιπών οχημάτων
87,Έσοδα,6000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110609001 Τέλος ταξινόμησης λοιπών οχημάτων - εγχώρια και από Ε.Ε.
88,Έσοδα,1330000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,11108 Λοιποί φόροι επί συγκεκριμένων υπηρεσιών
89,Έσοδα,5000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110801 Φόροι στα κρατικά λαχεία
90,Έσοδα,5000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110801001 Φόροι στα κρατικά λαχεία
91,Έσοδα,24000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110802 Φόροι στα μικτά κέρδη των καζίνο
92,Έσοδα,10000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110802001 Φόροι στα μικτά κέρδη των καζίνο Κέρκυρας και Πάρνηθας
93,Έσοδα,14000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110802002 Φόροι στα μικτά κέρδη των λοιπών καζίνο
94,Έσοδα,367000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110803 Φόροι στα μικτά κέρδη τυχερών παιγνίων
95,Έσοδα,367000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110803001 Φόροι στα μικτά κέρδη τυχερών παιγνίων
96,Έσοδα,33000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110810 Τέλη Eurocontrol
97,Έσοδα,33000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110810001 Τέλη Eurocontrol
98,Έσοδα,45000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110811 Τέλη εκσυγχρονισμού και ανάπτυξης αερολιμένων
99,Έσοδα,45000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110811001 Τέλη εκσυγχρονισμού και ανάπτυξης αερολιμένων
100,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110813 Τέλος ΑμεΑ στα αεροπορικά εισιτήρια
101,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110813001 Τέλος ΑμεΑ στα αεροπορικά εισιτήρια
102,Έσοδα,8000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110815 Τέλος πλοίων αναψυχής και ημερόπλοιων
103,Έσοδα,8000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110815001 Τέλος πλοίων αναψυχής και ημερόπλοιων
104,Έσοδα,455000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110820 Φόρος ασφαλίστρων
105,Έσοδα,455000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110820001 Φόρος ασφαλίστρων
106,Έσοδα,73000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110822 Τέλη συνδρομητών σταθερής τηλεφωνίας
107,Έσοδα,73000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110822001 Τέλη συνδρομητών σταθερής τηλεφωνίας
108,Έσοδα,223000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110823 Τέλη συνδρομητών κινητής τηλεφωνίας
109,Έσοδα,223000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110823001 Τέλη συνδρομητών κινητής τηλεφωνίας
110,Έσοδα,7000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110824 Τέλος στη συνδρομητική Τηλεόραση
111,Έσοδα,7000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110824001 Τέλος στη συνδρομητική Τηλεόραση
112,Έσοδα,80000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110825 Φόρος στη Διαμονή
113,Έσοδα,80000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110825001 Φόρος στη Διαμονή
114,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110889 Λοιποί ειδικοί φόροι σε υπηρεσίες
115,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110889001 Λοιποί ειδικοί φόροι σε υπηρεσίες
116,Έσοδα,57000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,11109 Λοιποί Φόροι επί αγαθών
117,Έσοδα,5000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110901001 Εισφορά στο λάδι και στις ελιές για κάλυψη εξόδων δακοκτονίας
118,Έσοδα,41000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110902 Ειδικοί Φόροι στη διακίνηση καυσίμων
119,Έσοδα,41000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110902001 Ειδικοί Φόροι στη διακίνηση καυσίμων
120,Έσοδα,10000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110903 Περιβαλλοντικό τέλος πλαστικής σακούλας
121,Έσοδα,10000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110903001 Περιβαλλοντικό τέλος πλαστικής σακούλας
122,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110989 Λοιποί Ειδικοί Φόροι και τέλη σε προϊόντα
123,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1110989001 Λοιποί Ειδικοί Φόροι και τέλη σε προϊόντα
124,Έσοδα,286000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,112 Φόροι και δασμοί επί εισαγωγών
125,Έσοδα,286000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,11201 Δασμοί
126,Έσοδα,280000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1120101 Δασμοί κοινού δασμολογίου
127,Έσοδα,280000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1120101001 Δασμοί κοινού δασμολογίου
128,Έσοδα,6000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1120102 Δασμοί αντιντάμπιγκ και αντισταθμιστικοί δασμοί
129,Έσοδα,6000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1120102001 Δασμοί αντιντάμπιγκ και αντισταθμιστικοί δασμοί
130,Έσοδα,2804000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,113 Τακτικοί φόροι ακίνητης περιουσίας
131,Έσοδα,2804000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,11301 Τακτικοί φόροι επί της ιδιοκτησίας ακίνητης περιουσίας
132,Έσοδα,19000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1130101 Φόρος στην ακίνητη περιουσία (ΦΑΠ)
133,Έσοδα,19000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1130101001 Φόρος στην ακίνητη περιουσία (ΦΑΠ)
134,Έσοδα,2000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1130102 Ενιαίο τέλος ακινήτων
135,Έσοδα,2000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1130102001 Ενιαίο τέλος ακινήτων
136,Έσοδα,2751000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1130104 Ενιαίος Φόρος Ιδιοκτησίας Ακινήτων (ΕΝΦΙΑ)
137,Έσοδα,2751000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1130104001 Ενιαίος Φόρος Ιδιοκτησίας Ακινήτων (ΕΝΦΙΑ)
138,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1130189 Λοιποί φόροι στην ακίνητη περιουσία
139,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1130189001 Λοιποί φόροι στην ακίνητη περιουσία
140,Έσοδα,1003000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,114 Λοιποί φόροι επί παραγωγής
141,Έσοδα,449000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,11401 Επιχειρηματικές και επαγγελματικές άδειες
142,Έσοδα,399000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140101 Τέλος επιτηδεύματος
143,Έσοδα,399000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140101001 Τέλος επιτηδεύματος
144,Έσοδα,19000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140102 Άδειες παροχής υπηρεσιών τυχερών παιγνίων
145,Έσοδα,19000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140102001 Άδειες παροχής υπηρεσιών τυχερών παιγνίων
146,Έσοδα,16000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140103 Ειδικά τέλη διενέργειας τεχνικού ελέγχου οχημάτων
147,Έσοδα,16000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140103001 Ειδικά τέλη διενέργειας τεχνικού ελέγχου οχημάτων
148,Έσοδα,3000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140104 Έσοδα από εκδόσεις πολεοδομικών αδειών
149,Έσοδα,3000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140104001 Έσοδα από εκδόσεις πολεοδομικών αδειών
150,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140105 Ειδικό τέλος για άδειες λειτουργίας καζίνο
151,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140105001 Ειδικό τέλος για άδειες λειτουργίας καζίνο
152,Έσοδα,2000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140106 Τέλη χορήγησης αδειών από τις λιμενικές αρχές
153,Έσοδα,2000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140106001 Τέλη χορήγησης αδειών από τις λιμενικές αρχές
154,Έσοδα,9000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140189 Λοιπές Επιχειρηματικές και επαγγελματικές άδειες
155,Έσοδα,9000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140189001 Λοιπές Επιχειρηματικές και επαγγελματικές άδειες
156,Έσοδα,554000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,11409 Διάφοροι άλλοι φόροι επί  παραγωγής
157,Έσοδα,14000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140902 Έσοδα Ελληνικού Οργανισμού Φαρμάκων (Ε.Ο.Φ.)
158,Έσοδα,14000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140902001 Έσοδα Ελληνικού Οργανισμού Φαρμάκων (Ε.Ο.Φ.)
159,Έσοδα,3000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140903001 Τέλη υπέρ ΕΟΦ ετοιμότητας των ιατροτεχνολογικών προϊόντων
160,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140907 Κράτηση στις δαπάνες έργων  των Ο.Τ.Α. για την Τ.Υ.Δ.Κ.
161,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140907001 Κράτηση στις δαπάνες έργων  των Ο.Τ.Α. για την Τ.Υ.Δ.Κ.
162,Έσοδα,25000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140908 Κράτηση στις συμβάσεις της Επιτροπής Προμηθειών Υγείας
163,Έσοδα,25000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140908001 Κράτηση στις συμβάσεις της Επιτροπής Προμηθειών Υγείας
164,Έσοδα,24000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140910 Άδειες ραδιοφωνικών και τηλεοπτικών Σταθμών
165,Έσοδα,24000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140910001 Άδειες ραδιοφωνικών και τηλεοπτικών Σταθμών
166,Έσοδα,461000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140911001 Συμμετοχή του Δημοσίου στα κέρδη της Τράπεζας της Ελλάδος
167,Έσοδα,5000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140989 Λοιπoί φόροι επί της παραγωγής
168,Έσοδα,5000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1140989001 Λοιπoί φόροι επί της παραγωγής
169,Έσοδα,14220000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,115 Φόρος εισοδήματος
170,Έσοδα,9918000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,11501 Φόρος εισοδήματος πληρωτέος από Φυσικά Πρόσωπα (ΦΠ)
171,Έσοδα,2539000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150101 Φόρος στο εισόδημα ΦΠ - εκκαθάριση δηλώσεων
172,Έσοδα,2539000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150101001 Φόρος στο εισόδημα ΦΠ - εκκαθάριση δηλώσεων
173,Έσοδα,526000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150102 Φόρος στο εισόδημα ΦΠ - προκαταβολή
174,Έσοδα,526000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150102001 Φόρος στο εισόδημα ΦΠ - προκαταβολή
175,Έσοδα,3775000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150103 Φόρος στο εισόδημα από μισθούς - παρακράτηση
176,Έσοδα,3775000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150103001 Φόρος στο εισόδημα από μισθούς - παρακράτηση
177,Έσοδα,1710000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150104 Φόρος στο εισόδημα από συντάξεις - παρακράτηση
178,Έσοδα,1710000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150104001 Φόρος στο εισόδημα από συντάξεις - παρακράτηση
179,Έσοδα,258000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150106001 Ειδική εισφορά αλληλεγγύης για την καταπολέμηση της ανεργίας
180,Έσοδα,416000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150107 Ειδική εισφορά αλληλεγγύης στα ΦΠ
181,Έσοδα,416000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150107001 Ειδική εισφορά αλληλεγγύης στα ΦΠ
182,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150189 Λοιποί φόροι στο εισόδημα ΦΠ
183,Έσοδα,1000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150189001 Λοιποί φόροι στο εισόδημα ΦΠ
184,Έσοδα,3222000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,11502 Φόρος εισοδήματος πληρωτέος από εταιρίες (ΝΠ)
185,Έσοδα,1931000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150202001 Φόρος στο εισόδημα ΝΠ κερδοσκοπικού χαρακτήρα - προκαταβολή
186,Έσοδα,159000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150205 Φόρος επί των διανεμόμενων κερδών των ημεδαπών εταιριών
187,Έσοδα,159000000,Υπουργείο Εθνικής Οικονομίας και Οικονομικών,1150205001 Φόρος επί των διανεμόμενων κερδών των ημεδαπών εταιριών
